V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
-0.246242376028038,1.42110221855396,1.05838833622817,1.65198078146449,0.267212541167407,7.15169572139027,8.99861705505604,5.81078613190688,6.83034473873398,5.47217241966286
1.06061277881715,0.179017130188053,-1.00321697437865,-1.44271239883037,-0.512326815336989,8.20935912455708,8.27545199768939,6.49061463026736,4.77710399243753,8.3338312011327
0.2253095284167,-0.216030425746147,-2.60174761168532,0.895658390986767,-0.949988890034825,7.78780693586728,7.69088469678562,7.71360890377587,9.4258468996471,11.108444522249
-1.15185699876112,-1.37416079789332,0.44982625724778,-1.31697830648694,0.383358014113461,10.1817749106145,7.2291130262224,8.26012457615255,9.04344868949044,6.8879628263001
-0.648066283011087,-0.389733660006414,1.7922534308756,1.29156688571858,-0.426983568379357,6.02395000671762,6.72381192645966,6.00358358579028,7.84936898649048,9.56211498467731
-0.225623638936412,-0.456012881326442,0.026393226415626,-2.98755577634974,2.51918672108833,7.08359299786417,4.50447621991389,7.32901790437758,9.03000638227055,8.07851946174934
0.15624099869942,-0.0931661873246727,-0.754640755316951,-0.526215238582153,-0.10796539442817,5.36003964501507,7.3020498391101,7.64445348159223,9.48279527609395,4.7791920008391
0.0859519475019822,-1.10402065841163,-0.0107869999722334,-0.619345137846432,1.08082502289659,6.3724061492541,5.30210001553063,8.17817409989517,5.11841102959594,9.23433058654099
0.64239145818348,-0.251688322393788,-0.345943692803105,-1.06540087962778,0.485042786867443,6.9157073340636,6.46209986080188,6.57207010979381,5.69641372194656,7.59967023638174
0.614815757084128,0.79962156827645,-0.273728248247329,-1.08507251194981,-1.16761530954744,9.13527534335345,5.68549595554745,7.18147607251191,6.61363664288671,4.78959358853575
0.712817416195927,-0.168965132726226,-1.33570044032015,0.00817569648052291,0.183212501197939,6.15932236833256,9.31675086012956,5.93396257823076,7.82929741515568,7.40857727964683
-0.898241801038933,-0.8336439413322,-0.246610149135562,-0.708287764273595,-0.0698891610531329,7.54809929195735,7.51612524179309,8.07134336391212,7.70104242171669,5.97316891049194
-0.76909280240544,-0.741510365554093,-0.791287639703666,-1.66312379634264,0.112159197277086,9.69994401412151,7.79612027191492,7.09365117603734,7.25440376866019,5.20386283082332
0.352190423932297,-0.627820716516059,-0.464222890009544,-0.207218822713555,-0.0203367351579233,7.07164063698875,5.73137542390626,5.83591403874168,9.28686909079743,8.5378602975852
0.68798105668937,0.329490852066739,0.608689550023815,1.858267047195,1.33437705034461,5.16667691713477,9.73919967643171,10.8460091663715,4.69310965114945,8.43291401997872
0.91912913820827,0.558458775503952,-0.331934678714432,-0.823531113210088,-0.437518360835161,9.67241144460516,7.84126197543101,8.69319676515295,5.77155129163713,7.3918158285622
-0.631895261825975,-1.16540201286828,-1.23303030670463,0.0117755162770668,-0.390672356959575,6.3015111717122,7.58313578758853,5.61857557112161,8.50938221474941,8.225392184254
